cam_token,ann_token,bounding_box,future_bounding_box,K,attribute,label,future_label
"[""275c7dbde9c4567d8b031e072c7e47a5"", ""c202fecd75d155f393dbd868bb987818"", ""58174a4729f5559fad70e4df0870584f"", ""3fc254a4436c5d7d8e3dcc791f24b5f1"", ""6b43bd95a6f4588c9aef819d6ed68595"", ""9fea1f549891525ebfcbd4e40c1f7e77"", ""25ed9f8d73055c46bb3cc80588e7f63a"", ""da34751d00ed51ea9e0039418410eb4a""]","[""f4c69e9ef6e65e80994283ee84f3882b"", ""0ec6da64ddf9550c98d565f3b968785d"", ""a46c6e06976f52889230dfec77bb1735"", ""7b7c5e7de5d25c1e96e04f4fab9f4f95"", ""b1398d55bf845d539cda28cea04801c2"", ""3b910361086e52b4a3ca782374fd97a8"", ""0ecbd49a629a54f7b777e93c20f68c1f"", ""41a455ee700f58fea4b407bd923e4558""]","[[5.808498382568359, 1.8546258211135864, -0.07205075025558472, 0.8953816294670105, 0.5940421223640442, 1.7426363229751587], [5.721189498901367, 1.9942253828048706, -0.09382542967796326, 0.8880465626716614, 0.5193994045257568, 1.7947839498519897], [5.555648326873779, 2.038191080093384, -0.038904525339603424, 0.9492890238761902, 0.5410922765731812, 1.7697362899780273], [5.398158550262451, 2.0850446224212646, -0.0790577083826065, 1.0006098747253418, 0.5563765168190002, 1.9133559465408325]]","[[5.225424289703369, 2.2228751182556152, -0.11304472386837006, 0.9103502631187439, 0.5164734125137329, 1.7565078735351562], [5.100254535675049, 2.233161687850952, -0.07056504487991333, 0.845724880695343, 0.5947895050048828, 1.8966761827468872], [4.969399452209473, 2.315427303314209, -0.13226908445358276, 0.8290587067604065, 0.5694395303726196, 1.7730271816253662], [4.829111576080322, 2.326716423034668, -0.13861677050590515, 0.8751841187477112, 0.568440854549408, 1.8518257141113281]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""c202fecd75d155f393dbd868bb987818"", ""58174a4729f5559fad70e4df0870584f"", ""3fc254a4436c5d7d8e3dcc791f24b5f1"", ""6b43bd95a6f4588c9aef819d6ed68595"", ""9fea1f549891525ebfcbd4e40c1f7e77"", ""25ed9f8d73055c46bb3cc80588e7f63a"", ""da34751d00ed51ea9e0039418410eb4a"", ""07f8a9a53a7757a182165b1b74924d14""]","[""0ec6da64ddf9550c98d565f3b968785d"", ""a46c6e06976f52889230dfec77bb1735"", ""7b7c5e7de5d25c1e96e04f4fab9f4f95"", ""b1398d55bf845d539cda28cea04801c2"", ""3b910361086e52b4a3ca782374fd97a8"", ""0ecbd49a629a54f7b777e93c20f68c1f"", ""41a455ee700f58fea4b407bd923e4558"", ""0a0b85e3ed5b579091e73f8ba48e5e21""]","[[5.721189498901367, 1.9942253828048706, -0.09382542967796326, 0.8880465626716614, 0.5193994045257568, 1.7947839498519897], [5.555648326873779, 2.038191080093384, -0.038904525339603424, 0.9492890238761902, 0.5410922765731812, 1.7697362899780273], [5.398158550262451, 2.0850446224212646, -0.0790577083826065, 1.0006098747253418, 0.5563765168190002, 1.9133559465408325], [5.225424289703369, 2.2228751182556152, -0.11304472386837006, 0.9103502631187439, 0.5164734125137329, 1.7565078735351562]]","[[5.100254535675049, 2.233161687850952, -0.07056504487991333, 0.845724880695343, 0.5947895050048828, 1.8966761827468872], [4.969399452209473, 2.315427303314209, -0.13226908445358276, 0.8290587067604065, 0.5694395303726196, 1.7730271816253662], [4.829111576080322, 2.326716423034668, -0.13861677050590515, 0.8751841187477112, 0.568440854549408, 1.8518257141113281], [4.621591567993164, 2.3958051204681396, -0.10471414029598236, 0.9248574376106262, 0.5105465054512024, 1.8541302680969238]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""58174a4729f5559fad70e4df0870584f"", ""3fc254a4436c5d7d8e3dcc791f24b5f1"", ""6b43bd95a6f4588c9aef819d6ed68595"", ""9fea1f549891525ebfcbd4e40c1f7e77"", ""25ed9f8d73055c46bb3cc80588e7f63a"", ""da34751d00ed51ea9e0039418410eb4a"", ""07f8a9a53a7757a182165b1b74924d14"", ""80676b752aa157a8ad2ea89d51bb1722""]","[""a46c6e06976f52889230dfec77bb1735"", ""7b7c5e7de5d25c1e96e04f4fab9f4f95"", ""b1398d55bf845d539cda28cea04801c2"", ""3b910361086e52b4a3ca782374fd97a8"", ""0ecbd49a629a54f7b777e93c20f68c1f"", ""41a455ee700f58fea4b407bd923e4558"", ""0a0b85e3ed5b579091e73f8ba48e5e21"", ""6f8e0f4c0ec45d71b54a8b6180b22a49""]","[[5.555648326873779, 2.038191080093384, -0.038904525339603424, 0.9492890238761902, 0.5410922765731812, 1.7697362899780273], [5.398158550262451, 2.0850446224212646, -0.0790577083826065, 1.0006098747253418, 0.5563765168190002, 1.9133559465408325], [5.225424289703369, 2.2228751182556152, -0.11304472386837006, 0.9103502631187439, 0.5164734125137329, 1.7565078735351562], [5.100254535675049, 2.233161687850952, -0.07056504487991333, 0.845724880695343, 0.5947895050048828, 1.8966761827468872]]","[[4.969399452209473, 2.315427303314209, -0.13226908445358276, 0.8290587067604065, 0.5694395303726196, 1.7730271816253662], [4.829111576080322, 2.326716423034668, -0.13861677050590515, 0.8751841187477112, 0.568440854549408, 1.8518257141113281], [4.621591567993164, 2.3958051204681396, -0.10471414029598236, 0.9248574376106262, 0.5105465054512024, 1.8541302680969238], [4.54708194732666, 2.5215561389923096, -0.12154580652713776, 0.8952673673629761, 0.5420496463775635, 1.862116813659668]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""3fc254a4436c5d7d8e3dcc791f24b5f1"", ""6b43bd95a6f4588c9aef819d6ed68595"", ""9fea1f549891525ebfcbd4e40c1f7e77"", ""25ed9f8d73055c46bb3cc80588e7f63a"", ""da34751d00ed51ea9e0039418410eb4a"", ""07f8a9a53a7757a182165b1b74924d14"", ""80676b752aa157a8ad2ea89d51bb1722"", ""50189ae5b0c756b8aa982d857f80be13""]","[""7b7c5e7de5d25c1e96e04f4fab9f4f95"", ""b1398d55bf845d539cda28cea04801c2"", ""3b910361086e52b4a3ca782374fd97a8"", ""0ecbd49a629a54f7b777e93c20f68c1f"", ""41a455ee700f58fea4b407bd923e4558"", ""0a0b85e3ed5b579091e73f8ba48e5e21"", ""6f8e0f4c0ec45d71b54a8b6180b22a49"", ""6b02df88376e5109863a0daaa5a01b06""]","[[5.398158550262451, 2.0850446224212646, -0.0790577083826065, 1.0006098747253418, 0.5563765168190002, 1.9133559465408325], [5.225424289703369, 2.2228751182556152, -0.11304472386837006, 0.9103502631187439, 0.5164734125137329, 1.7565078735351562], [5.100254535675049, 2.233161687850952, -0.07056504487991333, 0.845724880695343, 0.5947895050048828, 1.8966761827468872], [4.969399452209473, 2.315427303314209, -0.13226908445358276, 0.8290587067604065, 0.5694395303726196, 1.7730271816253662]]","[[4.829111576080322, 2.326716423034668, -0.13861677050590515, 0.8751841187477112, 0.568440854549408, 1.8518257141113281], [4.621591567993164, 2.3958051204681396, -0.10471414029598236, 0.9248574376106262, 0.5105465054512024, 1.8541302680969238], [4.54708194732666, 2.5215561389923096, -0.12154580652713776, 0.8952673673629761, 0.5420496463775635, 1.862116813659668], [4.373723030090332, 2.5685391426086426, -0.11151006072759628, 0.9759885668754578, 0.4919997751712799, 1.8548227548599243]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""6b43bd95a6f4588c9aef819d6ed68595"", ""9fea1f549891525ebfcbd4e40c1f7e77"", ""25ed9f8d73055c46bb3cc80588e7f63a"", ""da34751d00ed51ea9e0039418410eb4a"", ""07f8a9a53a7757a182165b1b74924d14"", ""80676b752aa157a8ad2ea89d51bb1722"", ""50189ae5b0c756b8aa982d857f80be13"", ""d88c0652d01a5e97a1215fafbde216a3""]","[""b1398d55bf845d539cda28cea04801c2"", ""3b910361086e52b4a3ca782374fd97a8"", ""0ecbd49a629a54f7b777e93c20f68c1f"", ""41a455ee700f58fea4b407bd923e4558"", ""0a0b85e3ed5b579091e73f8ba48e5e21"", ""6f8e0f4c0ec45d71b54a8b6180b22a49"", ""6b02df88376e5109863a0daaa5a01b06"", ""c0032e4034b356f784dfe4aca47ee6cc""]","[[5.225424289703369, 2.2228751182556152, -0.11304472386837006, 0.9103502631187439, 0.5164734125137329, 1.7565078735351562], [5.100254535675049, 2.233161687850952, -0.07056504487991333, 0.845724880695343, 0.5947895050048828, 1.8966761827468872], [4.969399452209473, 2.315427303314209, -0.13226908445358276, 0.8290587067604065, 0.5694395303726196, 1.7730271816253662], [4.829111576080322, 2.326716423034668, -0.13861677050590515, 0.8751841187477112, 0.568440854549408, 1.8518257141113281]]","[[4.621591567993164, 2.3958051204681396, -0.10471414029598236, 0.9248574376106262, 0.5105465054512024, 1.8541302680969238], [4.54708194732666, 2.5215561389923096, -0.12154580652713776, 0.8952673673629761, 0.5420496463775635, 1.862116813659668], [4.373723030090332, 2.5685391426086426, -0.11151006072759628, 0.9759885668754578, 0.4919997751712799, 1.8548227548599243], [4.28713846206665, 2.564976453781128, -0.09609067440032959, 0.8888000845909119, 0.5978050827980042, 1.92170250415802]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""9fea1f549891525ebfcbd4e40c1f7e77"", ""25ed9f8d73055c46bb3cc80588e7f63a"", ""da34751d00ed51ea9e0039418410eb4a"", ""07f8a9a53a7757a182165b1b74924d14"", ""80676b752aa157a8ad2ea89d51bb1722"", ""50189ae5b0c756b8aa982d857f80be13"", ""d88c0652d01a5e97a1215fafbde216a3"", ""ebc25aaabc6b58f38320ccbc932b418e""]","[""3b910361086e52b4a3ca782374fd97a8"", ""0ecbd49a629a54f7b777e93c20f68c1f"", ""41a455ee700f58fea4b407bd923e4558"", ""0a0b85e3ed5b579091e73f8ba48e5e21"", ""6f8e0f4c0ec45d71b54a8b6180b22a49"", ""6b02df88376e5109863a0daaa5a01b06"", ""c0032e4034b356f784dfe4aca47ee6cc"", ""719fb83913ff5563bb4f77a90d4ab384""]","[[5.100254535675049, 2.233161687850952, -0.07056504487991333, 0.845724880695343, 0.5947895050048828, 1.8966761827468872], [4.969399452209473, 2.315427303314209, -0.13226908445358276, 0.8290587067604065, 0.5694395303726196, 1.7730271816253662], [4.829111576080322, 2.326716423034668, -0.13861677050590515, 0.8751841187477112, 0.568440854549408, 1.8518257141113281], [4.621591567993164, 2.3958051204681396, -0.10471414029598236, 0.9248574376106262, 0.5105465054512024, 1.8541302680969238]]","[[4.54708194732666, 2.5215561389923096, -0.12154580652713776, 0.8952673673629761, 0.5420496463775635, 1.862116813659668], [4.373723030090332, 2.5685391426086426, -0.11151006072759628, 0.9759885668754578, 0.4919997751712799, 1.8548227548599243], [4.28713846206665, 2.564976453781128, -0.09609067440032959, 0.8888000845909119, 0.5978050827980042, 1.92170250415802], [4.119255065917969, 2.687887668609619, -0.14544455707073212, 0.9476088881492615, 0.4782731533050537, 1.7890424728393555]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""25ed9f8d73055c46bb3cc80588e7f63a"", ""da34751d00ed51ea9e0039418410eb4a"", ""07f8a9a53a7757a182165b1b74924d14"", ""80676b752aa157a8ad2ea89d51bb1722"", ""50189ae5b0c756b8aa982d857f80be13"", ""d88c0652d01a5e97a1215fafbde216a3"", ""ebc25aaabc6b58f38320ccbc932b418e"", ""0b4fcc333d9d54b094fa56ba4485ae81""]","[""0ecbd49a629a54f7b777e93c20f68c1f"", ""41a455ee700f58fea4b407bd923e4558"", ""0a0b85e3ed5b579091e73f8ba48e5e21"", ""6f8e0f4c0ec45d71b54a8b6180b22a49"", ""6b02df88376e5109863a0daaa5a01b06"", ""c0032e4034b356f784dfe4aca47ee6cc"", ""719fb83913ff5563bb4f77a90d4ab384"", ""056f69a55a6b5166b9efa266788780e1""]","[[4.969399452209473, 2.315427303314209, -0.13226908445358276, 0.8290587067604065, 0.5694395303726196, 1.7730271816253662], [4.829111576080322, 2.326716423034668, -0.13861677050590515, 0.8751841187477112, 0.568440854549408, 1.8518257141113281], [4.621591567993164, 2.3958051204681396, -0.10471414029598236, 0.9248574376106262, 0.5105465054512024, 1.8541302680969238], [4.54708194732666, 2.5215561389923096, -0.12154580652713776, 0.8952673673629761, 0.5420496463775635, 1.862116813659668]]","[[4.373723030090332, 2.5685391426086426, -0.11151006072759628, 0.9759885668754578, 0.4919997751712799, 1.8548227548599243], [4.28713846206665, 2.564976453781128, -0.09609067440032959, 0.8888000845909119, 0.5978050827980042, 1.92170250415802], [4.119255065917969, 2.687887668609619, -0.14544455707073212, 0.9476088881492615, 0.4782731533050537, 1.7890424728393555], [3.9714338779449463, 2.644447088241577, -0.13262011110782623, 0.9550908207893372, 0.5817999839782715, 1.8906720876693726]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""da34751d00ed51ea9e0039418410eb4a"", ""07f8a9a53a7757a182165b1b74924d14"", ""80676b752aa157a8ad2ea89d51bb1722"", ""50189ae5b0c756b8aa982d857f80be13"", ""d88c0652d01a5e97a1215fafbde216a3"", ""ebc25aaabc6b58f38320ccbc932b418e"", ""0b4fcc333d9d54b094fa56ba4485ae81"", ""615e62c3d48c5098b7cb309449d19636""]","[""41a455ee700f58fea4b407bd923e4558"", ""0a0b85e3ed5b579091e73f8ba48e5e21"", ""6f8e0f4c0ec45d71b54a8b6180b22a49"", ""6b02df88376e5109863a0daaa5a01b06"", ""c0032e4034b356f784dfe4aca47ee6cc"", ""719fb83913ff5563bb4f77a90d4ab384"", ""056f69a55a6b5166b9efa266788780e1"", ""96d1e44e1f055e3b96b4fe3996d02702""]","[[4.829111576080322, 2.326716423034668, -0.13861677050590515, 0.8751841187477112, 0.568440854549408, 1.8518257141113281], [4.621591567993164, 2.3958051204681396, -0.10471414029598236, 0.9248574376106262, 0.5105465054512024, 1.8541302680969238], [4.54708194732666, 2.5215561389923096, -0.12154580652713776, 0.8952673673629761, 0.5420496463775635, 1.862116813659668], [4.373723030090332, 2.5685391426086426, -0.11151006072759628, 0.9759885668754578, 0.4919997751712799, 1.8548227548599243]]","[[4.28713846206665, 2.564976453781128, -0.09609067440032959, 0.8888000845909119, 0.5978050827980042, 1.92170250415802], [4.119255065917969, 2.687887668609619, -0.14544455707073212, 0.9476088881492615, 0.4782731533050537, 1.7890424728393555], [3.9714338779449463, 2.644447088241577, -0.13262011110782623, 0.9550908207893372, 0.5817999839782715, 1.8906720876693726], [3.85249924659729, 2.7281057834625244, -0.11942166835069656, 0.9096012115478516, 0.6200776696205139, 1.8290762901306152]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""07f8a9a53a7757a182165b1b74924d14"", ""80676b752aa157a8ad2ea89d51bb1722"", ""50189ae5b0c756b8aa982d857f80be13"", ""d88c0652d01a5e97a1215fafbde216a3"", ""ebc25aaabc6b58f38320ccbc932b418e"", ""0b4fcc333d9d54b094fa56ba4485ae81"", ""615e62c3d48c5098b7cb309449d19636"", ""e57c4cd0c54c53d9be824daa4eef9690""]","[""0a0b85e3ed5b579091e73f8ba48e5e21"", ""6f8e0f4c0ec45d71b54a8b6180b22a49"", ""6b02df88376e5109863a0daaa5a01b06"", ""c0032e4034b356f784dfe4aca47ee6cc"", ""719fb83913ff5563bb4f77a90d4ab384"", ""056f69a55a6b5166b9efa266788780e1"", ""96d1e44e1f055e3b96b4fe3996d02702"", ""95cec0f8adb953e6b3b57badba6a34f3""]","[[4.621591567993164, 2.3958051204681396, -0.10471414029598236, 0.9248574376106262, 0.5105465054512024, 1.8541302680969238], [4.54708194732666, 2.5215561389923096, -0.12154580652713776, 0.8952673673629761, 0.5420496463775635, 1.862116813659668], [4.373723030090332, 2.5685391426086426, -0.11151006072759628, 0.9759885668754578, 0.4919997751712799, 1.8548227548599243], [4.28713846206665, 2.564976453781128, -0.09609067440032959, 0.8888000845909119, 0.5978050827980042, 1.92170250415802]]","[[4.119255065917969, 2.687887668609619, -0.14544455707073212, 0.9476088881492615, 0.4782731533050537, 1.7890424728393555], [3.9714338779449463, 2.644447088241577, -0.13262011110782623, 0.9550908207893372, 0.5817999839782715, 1.8906720876693726], [3.85249924659729, 2.7281057834625244, -0.11942166835069656, 0.9096012115478516, 0.6200776696205139, 1.8290762901306152], [3.7403390407562256, 2.7825253009796143, -0.14980989694595337, 0.9872162342071533, 0.6760852932929993, 1.8352540731430054]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""80676b752aa157a8ad2ea89d51bb1722"", ""50189ae5b0c756b8aa982d857f80be13"", ""d88c0652d01a5e97a1215fafbde216a3"", ""ebc25aaabc6b58f38320ccbc932b418e"", ""0b4fcc333d9d54b094fa56ba4485ae81"", ""615e62c3d48c5098b7cb309449d19636"", ""e57c4cd0c54c53d9be824daa4eef9690"", ""1cf0e24365b457c994df16c14b0839b6""]","[""6f8e0f4c0ec45d71b54a8b6180b22a49"", ""6b02df88376e5109863a0daaa5a01b06"", ""c0032e4034b356f784dfe4aca47ee6cc"", ""719fb83913ff5563bb4f77a90d4ab384"", ""056f69a55a6b5166b9efa266788780e1"", ""96d1e44e1f055e3b96b4fe3996d02702"", ""95cec0f8adb953e6b3b57badba6a34f3"", ""c3c1aabb787f512c8a2511682bae1faa""]","[[4.54708194732666, 2.5215561389923096, -0.12154580652713776, 0.8952673673629761, 0.5420496463775635, 1.862116813659668], [4.373723030090332, 2.5685391426086426, -0.11151006072759628, 0.9759885668754578, 0.4919997751712799, 1.8548227548599243], [4.28713846206665, 2.564976453781128, -0.09609067440032959, 0.8888000845909119, 0.5978050827980042, 1.92170250415802], [4.119255065917969, 2.687887668609619, -0.14544455707073212, 0.9476088881492615, 0.4782731533050537, 1.7890424728393555]]","[[3.9714338779449463, 2.644447088241577, -0.13262011110782623, 0.9550908207893372, 0.5817999839782715, 1.8906720876693726], [3.85249924659729, 2.7281057834625244, -0.11942166835069656, 0.9096012115478516, 0.6200776696205139, 1.8290762901306152], [3.7403390407562256, 2.7825253009796143, -0.14980989694595337, 0.9872162342071533, 0.6760852932929993, 1.8352540731430054], [3.5977165699005127, 2.845637321472168, -0.12196307629346848, 0.8751003742218018, 0.49833354353904724, 1.8390021324157715]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""50189ae5b0c756b8aa982d857f80be13"", ""d88c0652d01a5e97a1215fafbde216a3"", ""ebc25aaabc6b58f38320ccbc932b418e"", ""0b4fcc333d9d54b094fa56ba4485ae81"", ""615e62c3d48c5098b7cb309449d19636"", ""e57c4cd0c54c53d9be824daa4eef9690"", ""1cf0e24365b457c994df16c14b0839b6"", ""c7815f1b11d752d08891b41da2821923""]","[""6b02df88376e5109863a0daaa5a01b06"", ""c0032e4034b356f784dfe4aca47ee6cc"", ""719fb83913ff5563bb4f77a90d4ab384"", ""056f69a55a6b5166b9efa266788780e1"", ""96d1e44e1f055e3b96b4fe3996d02702"", ""95cec0f8adb953e6b3b57badba6a34f3"", ""c3c1aabb787f512c8a2511682bae1faa"", ""18d0108365e0565d9ff777aa392bacbc""]","[[4.373723030090332, 2.5685391426086426, -0.11151006072759628, 0.9759885668754578, 0.4919997751712799, 1.8548227548599243], [4.28713846206665, 2.564976453781128, -0.09609067440032959, 0.8888000845909119, 0.5978050827980042, 1.92170250415802], [4.119255065917969, 2.687887668609619, -0.14544455707073212, 0.9476088881492615, 0.4782731533050537, 1.7890424728393555], [3.9714338779449463, 2.644447088241577, -0.13262011110782623, 0.9550908207893372, 0.5817999839782715, 1.8906720876693726]]","[[3.85249924659729, 2.7281057834625244, -0.11942166835069656, 0.9096012115478516, 0.6200776696205139, 1.8290762901306152], [3.7403390407562256, 2.7825253009796143, -0.14980989694595337, 0.9872162342071533, 0.6760852932929993, 1.8352540731430054], [3.5977165699005127, 2.845637321472168, -0.12196307629346848, 0.8751003742218018, 0.49833354353904724, 1.8390021324157715], [3.451392889022827, 2.9126551151275635, -0.1095844954252243, 0.9612846374511719, 0.5398358106613159, 1.8134682178497314]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""d88c0652d01a5e97a1215fafbde216a3"", ""ebc25aaabc6b58f38320ccbc932b418e"", ""0b4fcc333d9d54b094fa56ba4485ae81"", ""615e62c3d48c5098b7cb309449d19636"", ""e57c4cd0c54c53d9be824daa4eef9690"", ""1cf0e24365b457c994df16c14b0839b6"", ""c7815f1b11d752d08891b41da2821923"", ""fec8a28418c95193be603be760c0de9a""]","[""c0032e4034b356f784dfe4aca47ee6cc"", ""719fb83913ff5563bb4f77a90d4ab384"", ""056f69a55a6b5166b9efa266788780e1"", ""96d1e44e1f055e3b96b4fe3996d02702"", ""95cec0f8adb953e6b3b57badba6a34f3"", ""c3c1aabb787f512c8a2511682bae1faa"", ""18d0108365e0565d9ff777aa392bacbc"", ""fa2eeaf2192c59d88547a261fb68532b""]","[[4.28713846206665, 2.564976453781128, -0.09609067440032959, 0.8888000845909119, 0.5978050827980042, 1.92170250415802], [4.119255065917969, 2.687887668609619, -0.14544455707073212, 0.9476088881492615, 0.4782731533050537, 1.7890424728393555], [3.9714338779449463, 2.644447088241577, -0.13262011110782623, 0.9550908207893372, 0.5817999839782715, 1.8906720876693726], [3.85249924659729, 2.7281057834625244, -0.11942166835069656, 0.9096012115478516, 0.6200776696205139, 1.8290762901306152]]","[[3.7403390407562256, 2.7825253009796143, -0.14980989694595337, 0.9872162342071533, 0.6760852932929993, 1.8352540731430054], [3.5977165699005127, 2.845637321472168, -0.12196307629346848, 0.8751003742218018, 0.49833354353904724, 1.8390021324157715], [3.451392889022827, 2.9126551151275635, -0.1095844954252243, 0.9612846374511719, 0.5398358106613159, 1.8134682178497314], [3.2784504890441895, 2.9573895931243896, -0.18081501126289368, 0.8992223739624023, 0.5108014941215515, 1.8135654926300049]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""ebc25aaabc6b58f38320ccbc932b418e"", ""0b4fcc333d9d54b094fa56ba4485ae81"", ""615e62c3d48c5098b7cb309449d19636"", ""e57c4cd0c54c53d9be824daa4eef9690"", ""1cf0e24365b457c994df16c14b0839b6"", ""c7815f1b11d752d08891b41da2821923"", ""fec8a28418c95193be603be760c0de9a"", ""41489f8da471563781a244ea50d40bb2""]","[""719fb83913ff5563bb4f77a90d4ab384"", ""056f69a55a6b5166b9efa266788780e1"", ""96d1e44e1f055e3b96b4fe3996d02702"", ""95cec0f8adb953e6b3b57badba6a34f3"", ""c3c1aabb787f512c8a2511682bae1faa"", ""18d0108365e0565d9ff777aa392bacbc"", ""fa2eeaf2192c59d88547a261fb68532b"", ""93d9a1aa3d415ecf9df80bcc6b7895ba""]","[[4.119255065917969, 2.687887668609619, -0.14544455707073212, 0.9476088881492615, 0.4782731533050537, 1.7890424728393555], [3.9714338779449463, 2.644447088241577, -0.13262011110782623, 0.9550908207893372, 0.5817999839782715, 1.8906720876693726], [3.85249924659729, 2.7281057834625244, -0.11942166835069656, 0.9096012115478516, 0.6200776696205139, 1.8290762901306152], [3.7403390407562256, 2.7825253009796143, -0.14980989694595337, 0.9872162342071533, 0.6760852932929993, 1.8352540731430054]]","[[3.5977165699005127, 2.845637321472168, -0.12196307629346848, 0.8751003742218018, 0.49833354353904724, 1.8390021324157715], [3.451392889022827, 2.9126551151275635, -0.1095844954252243, 0.9612846374511719, 0.5398358106613159, 1.8134682178497314], [3.2784504890441895, 2.9573895931243896, -0.18081501126289368, 0.8992223739624023, 0.5108014941215515, 1.8135654926300049], [3.167788028717041, 3.029358148574829, -0.14728009700775146, 0.9632245898246765, 0.5271191000938416, 1.7923941612243652]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
